Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30,No,Travel_Rarely,1288,Sales,29,4,Technical Degree,1568,3,Male,33,3,3,Sales Executive,2,Married,38393,17799,3,No,12,3,2,1,9,3,3,4,2,1,3
35,Yes,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1569,1,Female,69,3,1,Laboratory Technician,1,Divorced,40536,26619,1,Yes,12,3,4,1,1,2,3,1,0,0,0
53,Yes,Travel_Rarely,607,Research & Development,2,5,Technical Degree,1572,3,Female,78,2,3,Manufacturing Director,4,Married,41942,14618,0,No,16,3,2,1,34,4,3,33,7,1,9
38,Yes,Travel_Rarely,903,Research & Development,2,3,Medical,1573,3,Male,81,3,2,Manufacturing Director,2,Married,56366,7653,4,No,11,3,1,2,7,2,3,5,2,1,4
32,No,Non-Travel,1200,Research & Development,1,4,Technical Degree,1574,4,Male,62,3,2,Research Scientist,1,Married,25026,25174,4,No,14,3,2,1,9,3,2,6,5,1,2
48,No,Travel_Rarely,1108,Research & Development,15,4,Other,1576,3,Female,65,3,1,Research Scientist,1,Married,58959,16530,8,No,12,3,4,1,10,3,2,8,2,7,6
34,No,Travel_Rarely,479,Research & Development,7,4,Medical,1577,1,Male,35,3,1,Research Scientist,4,Single,28551,22061,1,No,13,3,3,0,1,4,1,1,0,0,0
55,No,Travel_Rarely,685,Sales,26,5,Marketing,1578,3,Male,60,2,5,Manager,4,Married,48781,23037,1,No,21,4,3,1,36,3,3,36,6,2,13
34,No,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,1580,2,Male,45,3,2,Research Scientist,4,Married,28595,13008,9,No,17,3,2,1,9,3,2,2,2,2,1
26,No,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1581,1,Female,89,3,1,Research Scientist,4,Married,53468,11133,1,No,21,4,1,0,1,5,3,1,0,0,0
38,No,Travel_Rarely,1245,Sales,14,3,Life Sciences,1582,3,Male,80,3,2,Sales Executive,2,Married,46279,12355,0,No,11,3,4,1,10,3,3,9,8,7,7
38,No,Travel_Rarely,437,Sales,16,3,Life Sciences,1583,2,Female,90,3,2,Sales Executive,2,Single,35483,16379,2,No,12,3,2,0,8,5,4,3,2,1,2
36,No,Travel_Rarely,884,Sales,1,4,Life Sciences,1585,2,Female,73,3,2,Sales Executive,3,Single,31889,21447,6,No,13,3,1,0,15,5,3,1,0,0,0
29,No,Travel_Rarely,1370,Research & Development,3,1,Medical,1586,2,Male,87,3,1,Laboratory Technician,1,Single,44984,16213,1,Yes,18,3,4,0,10,3,3,10,9,1,5
35,No,Travel_Rarely,670,Research & Development,10,4,Medical,1587,1,Female,51,3,2,Healthcare Representative,3,Single,37555,4223,3,Yes,16,3,3,0,10,4,3,5,2,0,4
39,No,Travel_Rarely,1462,Sales,6,3,Medical,1588,4,Male,38,4,3,Sales Executive,3,Married,58784,4658,2,No,11,3,1,1,11,3,3,7,6,7,6
29,No,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1590,1,Male,87,3,2,Healthcare Representative,4,Divorced,27999,24483,1,No,19,3,4,1,6,0,4,6,4,1,3
50,No,Travel_Rarely,264,Sales,9,3,Marketing,1591,3,Male,59,3,5,Manager,3,Married,31900,19519,4,Yes,16,3,3,1,27,2,3,1,0,0,0
23,No,Travel_Rarely,977,Research & Development,10,3,Technical Degree,1592,4,Male,45,4,1,Research Scientist,3,Married,45348,12826,2,No,16,3,4,1,4,2,3,2,2,2,2
36,No,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1594,1,Male,80,4,2,Laboratory Technician,1,Married,44557,19711,3,Yes,13,3,4,1,9,3,3,3,2,0,2
42,No,Travel_Rarely,1059,Research & Development,9,2,Other,1595,4,Male,93,2,5,Manager,4,Single,45817,26362,8,No,22,4,4,0,24,2,3,1,0,0,1
35,No,Travel_Rarely,750,Research & Development,28,3,Life Sciences,1596,2,Male,46,4,2,Laboratory Technician,3,Married,49525,25348,1,No,17,3,4,2,10,3,2,10,9,6,8
34,No,Travel_Frequently,653,Research & Development,10,4,Technical Degree,1597,4,Male,92,2,2,Healthcare Representative,3,Married,43517,15332,1,No,14,3,2,1,8,3,2,8,2,7,7
40,No,Travel_Rarely,118,Sales,14,2,Life Sciences,1598,4,Female,84,3,2,Sales Executive,1,Married,38577,11262,1,No,15,3,3,1,5,2,3,5,4,1,2
43,No,Travel_Rarely,990,Research & Development,27,3,Technical Degree,1599,4,Male,87,4,1,Laboratory Technician,2,Divorced,25406,5855,5,No,12,3,3,1,8,0,3,6,4,0,2
35,No,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,1601,3,Male,63,2,1,Laboratory Technician,4,Married,33249,7713,1,No,18,3,4,1,1,5,2,1,0,0,1
46,No,Travel_Rarely,563,Sales,1,4,Life Sciences,1602,4,Male,56,4,4,Manager,1,Single,46168,3156,1,No,15,3,2,0,27,5,1,26,0,0,12
28,Yes,Travel_Rarely,329,Research & Development,24,3,Medical,1604,3,Male,51,3,1,Laboratory Technician,2,Married,31554,7324,1,Yes,17,3,3,3,1,3,3,1,1,0,0
22,No,Non-Travel,457,Research & Development,26,2,Other,1605,2,Female,85,2,1,Research Scientist,3,Married,57988,10293,1,Yes,14,3,2,0,4,2,2,4,2,1,3
50,No,Travel_Frequently,1234,Research & Development,20,5,Medical,1606,2,Male,41,3,4,Healthcare Representative,3,Married,53250,20689,2,Yes,15,3,3,1,32,3,3,30,8,12,13
32,No,Travel_Rarely,634,Research & Development,5,4,Other,1607,2,Female,35,4,1,Research Scientist,4,Married,34655,18783,3,No,17,3,4,2,6,3,3,3,2,0,2
44,No,Travel_Rarely,1313,Research & Development,7,3,Medical,1608,2,Female,31,3,5,Research Director,4,Divorced,49502,3549,0,Yes,14,3,4,1,23,4,2,22,7,1,10
30,No,Travel_Rarely,241,Research & Development,7,3,Medical,1609,2,Male,48,2,1,Research Scientist,2,Married,56603,5348,1,No,12,3,2,1,6,3,2,6,4,1,1
45,No,Travel_Rarely,1015,Research & Development,5,5,Medical,1611,3,Female,50,1,2,Laboratory Technician,1,Single,30150,23447,1,Yes,14,3,1,0,10,3,3,10,7,1,4
45,No,Non-Travel,336,Sales,26,3,Marketing,1612,1,Male,52,2,2,Sales Executive,1,Married,55881,24162,1,No,15,3,1,1,10,2,3,10,7,4,5
31,No,Travel_Frequently,715,Sales,2,4,Other,1613,4,Male,54,3,2,Sales Executive,1,Single,27286,21602,7,No,13,3,4,0,10,3,3,5,2,0,3
36,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1614,3,Female,76,3,2,Manufacturing Director,3,Married,38044,12421,9,Yes,12,3,2,2,7,2,3,3,2,1,1
34,No,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1615,3,Male,42,4,2,Manufacturing Director,4,Divorced,42135,17000,1,No,13,3,1,1,9,3,3,9,7,7,2
49,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1617,3,Female,84,3,1,Laboratory Technician,1,Married,39472,22102,1,No,14,3,4,1,10,3,2,9,6,1,4
39,No,Travel_Rarely,1387,Research & Development,10,5,Medical,1618,2,Male,76,3,2,Manufacturing Director,1,Married,27553,3835,2,No,13,3,4,3,10,3,3,7,7,7,7
27,No,Travel_Rarely,1302,Research & Development,19,3,Other,1619,4,Male,67,2,1,Laboratory Technician,1,Divorced,53116,16290,1,No,11,3,1,2,7,3,3,7,7,0,7
35,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1621,2,Male,48,4,2,Research Scientist,1,Married,33476,26312,1,No,11,3,4,0,16,2,3,16,15,1,10
28,No,Travel_Rarely,580,Research & Development,27,3,Medical,1622,2,Female,39,1,2,Manufacturing Director,1,Divorced,48123,20460,0,No,21,4,2,1,6,5,2,5,3,0,0
21,No,Travel_Rarely,546,Research & Development,5,1,Medical,1623,3,Male,97,3,1,Research Scientist,4,Single,45042,26009,1,No,18,3,3,0,3,2,3,2,2,2,2
18,Yes,Travel_Frequently,544,Sales,3,2,Medical,1624,2,Female,70,3,1,Sales Representative,4,Single,52635,18420,1,Yes,12,3,3,0,0,2,4,0,0,0,0
47,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1625,4,Female,98,3,5,Manager,3,Married,46533,5220,3,No,11,3,3,1,27,2,3,5,2,1,0
39,No,Travel_Rarely,170,Research & Development,3,2,Medical,1627,3,Male,76,2,2,Laboratory Technician,3,Divorced,37535,10302,0,No,15,3,4,1,11,3,3,10,8,0,7
40,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1628,1,Female,80,2,3,Manufacturing Director,3,Married,47710,25800,1,No,13,3,4,2,18,2,3,18,15,14,12
35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,1630,3,Female,52,3,2,Healthcare Representative,3,Married,37084,12250,1,No,12,3,4,1,15,5,3,14,11,2,9
37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1631,3,Male,85,3,2,Manufacturing Director,3,Married,50293,26493,3,No,17,3,1,3,9,2,2,4,3,0,2
39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1633,1,Female,81,3,2,Manufacturing Director,3,Single,31581,3140,0,No,13,3,4,0,10,2,1,9,2,3,8
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,1635,4,Female,59,2,2,Manufacturing Director,4,Divorced,58614,5388,1,No,19,3,1,2,10,3,3,10,7,3,9
38,No,Travel_Rarely,397,Research & Development,2,2,Medical,1638,4,Female,54,2,3,Manufacturing Director,3,Married,42693,14199,3,Yes,19,3,4,1,10,6,4,5,4,0,2
35,Yes,Travel_Rarely,737,Sales,10,3,Medical,1639,4,Male,55,2,3,Sales Executive,1,Married,56877,21530,9,No,17,3,3,0,15,3,3,13,12,6,0
37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,1640,2,Female,71,3,1,Research Scientist,2,Married,44527,9953,1,No,11,3,1,1,8,2,1,8,4,7,7
40,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1641,3,Female,84,3,3,Manufacturing Director,4,Single,50035,19948,6,Yes,15,3,4,0,18,2,2,4,2,3,3
44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1642,1,Male,37,3,2,Human Resources,4,Married,33133,10503,4,Yes,11,3,3,0,14,3,3,10,7,0,2
48,No,Travel_Frequently,365,Research & Development,4,5,Medical,1644,3,Male,89,2,4,Manager,4,Married,56804,5602,2,No,25,4,2,1,23,3,3,2,2,2,2
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1645,1,Male,59,1,2,Sales Executive,4,Divorced,57144,22098,6,Yes,14,3,4,2,7,2,2,2,2,2,2
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1646,1,Female,32,3,1,Research Scientist,4,Single,52903,17218,1,Yes,13,3,3,0,6,2,3,6,3,1,3
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,1647,2,Female,86,4,1,Research Scientist,3,Married,49853,22490,7,No,17,3,1,0,5,0,3,3,2,0,2
27,No,Travel_Frequently,591,Research & Development,2,3,Medical,1648,4,Male,87,3,1,Research Scientist,4,Single,55850,6297,2,No,13,3,3,0,6,0,2,4,2,1,2
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1649,1,Male,73,3,1,Laboratory Technician,1,Single,34866,3339,3,Yes,14,3,2,0,10,3,1,4,2,0,3
29,No,Travel_Rarely,469,Sales,10,3,Medical,1650,3,Male,42,2,2,Sales Executive,3,Single,43207,23413,9,No,11,3,3,0,8,2,3,5,2,1,4
36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1651,2,Female,42,3,3,Healthcare Representative,1,Married,51738,22792,4,No,12,3,3,2,9,6,3,3,2,0,2
25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1653,4,Male,77,4,2,Manufacturing Director,3,Divorced,45114,4973,1,No,17,3,3,2,7,6,3,7,7,0,7
39,No,Travel_Rarely,492,Research & Development,12,3,Medical,1654,4,Male,66,3,2,Manufacturing Director,2,Married,54414,7693,4,No,21,4,3,0,7,3,3,5,4,1,0
49,No,Travel_Rarely,301,Research & Development,22,4,Other,1655,1,Female,72,3,4,Research Director,2,Married,49938,3498,3,No,16,3,2,2,27,2,3,4,2,1,2
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1656,4,Female,50,2,3,Research Director,1,Divorced,32377,21981,5,No,15,3,3,3,19,3,3,14,11,1,11
20,No,Travel_Rarely,1141,Sales,2,3,Medical,1657,3,Female,31,3,1,Sales Representative,3,Single,29437,13251,1,No,19,3,1,0,2,3,3,2,2,2,2
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1658,4,Female,66,3,2,Research Scientist,2,Divorced,32701,19332,1,No,12,3,3,1,11,2,3,11,8,7,9
36,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1659,1,Male,77,3,1,Laboratory Technician,2,Single,39083,10950,2,No,11,3,3,0,15,4,3,4,3,1,3
49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1661,3,Female,41,2,4,Healthcare Representative,3,Married,48531,11652,2,Yes,19,3,2,1,30,3,3,15,11,2,12
36,No,Non-Travel,894,Research & Development,1,4,Medical,1662,4,Female,33,2,2,Manufacturing Director,3,Married,49018,15411,0,No,15,3,3,0,4,6,3,3,2,1,2
36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1664,4,Male,79,4,2,Healthcare Representative,1,Divorced,46070,26308,6,No,20,4,1,1,13,3,3,5,4,0,4
54,No,Travel_Rarely,584,Research & Development,22,5,Medical,1665,2,Female,91,3,4,Manager,3,Married,29775,18685,3,No,25,4,3,1,36,6,3,10,8,4,7
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1666,3,Male,65,2,4,Research Director,3,Married,46757,3525,1,No,24,4,1,1,14,3,3,14,10,6,11
35,Yes,Travel_Frequently,880,Sales,12,4,Other,1667,4,Male,36,3,2,Sales Executive,4,Single,44838,10414,3,Yes,24,4,1,0,13,2,4,11,9,6,7
38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1668,4,Male,90,3,2,Research Scientist,4,Married,34760,9867,7,No,15,3,4,2,19,4,4,13,11,2,9
29,No,Travel_Rarely,991,Sales,5,3,Medical,1669,1,Male,43,2,2,Sales Executive,2,Divorced,28302,3356,1,Yes,13,3,2,1,10,3,2,10,0,0,9
33,No,Travel_Rarely,392,Sales,2,4,Medical,1670,4,Male,93,3,2,Sales Executive,4,Divorced,33303,3921,1,No,14,3,3,2,6,5,3,6,2,0,4
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,1671,4,Male,45,3,2,Research Scientist,2,Divorced,39316,25518,0,No,13,3,3,2,10,4,2,9,5,1,6
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1673,1,Female,67,3,2,Sales Executive,4,Married,58170,22589,1,No,11,3,1,2,10,2,3,10,0,0,2
49,No,Travel_Rarely,464,Research & Development,16,3,Medical,1674,4,Female,74,3,1,Laboratory Technician,1,Divorced,35710,24941,4,Yes,16,3,2,1,17,2,2,2,2,2,2
38,No,Travel_Frequently,148,Research & Development,2,3,Medical,1675,4,Female,42,2,1,Laboratory Technician,2,Single,38771,23826,1,No,22,4,2,0,4,3,3,4,3,3,3
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1676,2,Female,47,4,4,Manager,2,Divorced,34128,21086,6,No,14,3,3,3,29,2,3,3,2,1,2
49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1677,3,Male,36,3,4,Manager,3,Single,47936,22384,4,No,14,3,1,0,23,2,3,8,7,0,0
41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,1678,4,Male,80,3,3,Sales Executive,3,Single,47235,11591,3,Yes,16,3,4,0,21,2,3,2,0,0,2
20,No,Travel_Rarely,727,Sales,9,1,Life Sciences,1680,4,Male,54,3,1,Sales Representative,1,Single,43860,21082,1,No,11,3,1,0,2,3,3,2,2,0,2
33,No,Non-Travel,530,Sales,16,3,Life Sciences,1681,3,Female,36,3,2,Sales Executive,4,Divorced,57354,16130,1,Yes,25,4,3,1,7,2,3,6,5,1,2
36,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1682,1,Male,80,3,2,Healthcare Representative,3,Married,48688,7419,6,No,14,3,2,2,10,2,2,3,2,0,2
44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1683,3,Female,44,3,1,Human Resources,4,Divorced,59557,4167,4,Yes,18,3,1,3,8,2,3,2,2,2,2
23,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,1684,4,Male,93,2,1,Laboratory Technician,3,Single,41285,20586,1,Yes,11,3,1,0,5,2,3,5,4,1,2
38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,1687,4,Female,87,3,1,Laboratory Technician,3,Married,34346,26176,7,No,19,3,4,1,7,5,2,0,0,0,0
53,No,Travel_Rarely,1395,Research & Development,24,4,Medical,1689,2,Male,48,4,3,Healthcare Representative,4,Married,47481,3458,3,No,15,3,3,0,11,2,3,4,3,1,2
48,Yes,Travel_Frequently,708,Sales,7,2,Medical,1691,4,Female,95,3,1,Sales Representative,3,Married,59181,11740,2,Yes,11,3,3,2,19,3,3,9,7,7,7
32,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1692,4,Male,95,3,1,Laboratory Technician,2,Single,41958,24852,1,No,12,3,1,0,1,2,3,1,0,0,0
26,No,Non-Travel,786,Research & Development,7,3,Medical,1693,4,Male,76,3,1,Laboratory Technician,4,Single,35389,11925,1,No,20,4,3,0,7,5,3,7,7,5,7
55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1694,1,Male,94,2,1,Research Scientist,2,Divorced,41392,23737,5,No,12,3,4,1,8,1,3,4,2,1,2
34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,1696,2,Male,57,2,2,Laboratory Technician,4,Married,26004,11912,1,No,14,3,3,1,15,3,4,15,10,4,13
60,No,Travel_Rarely,370,Research & Development,1,4,Medical,1697,3,Male,92,1,3,Healthcare Representative,4,Divorced,58954,20467,3,No,20,4,3,1,19,2,4,1,0,0,0
33,No,Travel_Rarely,267,Research & Development,21,3,Medical,1698,2,Male,79,4,1,Laboratory Technician,2,Married,52956,13637,1,No,18,3,4,3,14,6,3,14,11,2,13
37,No,Travel_Frequently,1278,Sales,1,4,Medical,1700,3,Male,31,1,2,Sales Executive,4,Divorced,35728,7677,1,No,14,3,3,2,6,2,2,6,3,1,3
34,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1701,2,Female,35,2,1,Research Scientist,4,Married,27336,20338,1,No,12,3,2,0,10,3,3,10,9,8,7
23,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,1702,3,Male,99,3,1,Sales Representative,4,Divorced,32609,25103,1,Yes,21,4,2,1,3,2,3,3,2,0,2
44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1703,3,Female,96,4,3,Healthcare Representative,4,Married,55275,14810,1,Yes,19,3,2,1,9,2,3,8,7,6,7
35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1704,1,Male,79,2,1,Research Scientist,4,Single,35500,13970,0,Yes,14,3,3,0,6,2,4,5,4,1,4
43,No,Travel_Rarely,1179,Sales,2,3,Medical,1706,4,Male,73,3,2,Sales Executive,4,Married,46101,6069,1,Yes,17,3,1,1,10,3,3,10,9,8,8
24,No,Travel_Rarely,581,Research & Development,9,3,Medical,1707,3,Male,62,4,1,Research Scientist,3,Married,52695,17616,1,No,16,3,4,1,5,1,3,5,3,0,4
41,No,Travel_Rarely,918,Sales,6,3,Marketing,1708,4,Male,35,3,3,Sales Executive,3,Single,26040,15869,1,No,12,3,2,0,10,3,3,10,8,8,7
29,No,Travel_Rarely,1082,Research & Development,9,4,Medical,1709,4,Female,43,3,1,Laboratory Technician,3,Married,25776,25412,9,No,17,3,3,1,9,2,3,5,3,1,2
36,No,Travel_Rarely,530,Sales,2,4,Life Sciences,1710,3,Female,51,3,2,Sales Representative,4,Single,54081,7439,3,No,15,3,3,0,17,2,2,13,7,6,7
45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,1712,3,Male,74,2,3,Healthcare Representative,3,Married,36763,3395,3,No,23,4,4,1,25,3,2,23,15,14,4
24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,1714,4,Male,58,1,1,Human Resources,3,Married,37026,11585,1,No,11,3,3,1,1,2,3,1,0,0,0
47,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,1716,3,Male,82,1,4,Sales Executive,3,Married,59788,24164,7,No,11,3,3,0,25,3,1,23,5,14,10
26,No,Travel_Rarely,390,Research & Development,17,4,Medical,1718,4,Male,62,1,1,Laboratory Technician,3,Married,34597,6217,1,No,15,3,3,3,3,3,4,3,2,0,2
45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1719,4,Female,48,2,4,Research Director,2,Single,52823,17119,1,No,11,3,3,0,21,2,3,21,6,8,6
32,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1720,1,Male,56,3,1,Research Scientist,3,Married,46035,17360,6,No,13,3,1,1,10,3,2,5,2,1,3
31,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1721,2,Male,69,3,1,Laboratory Technician,3,Married,57273,18103,1,No,14,3,4,1,6,2,4,5,2,0,3
41,No,Non-Travel,552,Human Resources,4,3,Human Resources,1722,3,Male,60,1,2,Human Resources,2,Married,54050,20794,6,No,19,3,2,1,10,4,3,3,2,1,2
40,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1724,2,Female,92,3,2,Manufacturing Director,1,Married,27984,5041,2,Yes,16,3,2,1,18,3,3,1,0,0,0
24,No,Travel_Rarely,506,Research & Development,29,1,Medical,1725,2,Male,91,3,1,Laboratory Technician,1,Divorced,34941,3622,1,No,13,3,2,3,6,2,4,6,2,1,2
46,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1727,3,Male,34,3,2,Healthcare Representative,2,Single,55536,9697,6,No,14,3,4,0,19,3,3,10,7,0,9
35,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1728,4,Male,49,3,2,Manufacturing Director,3,Married,46174,5151,2,No,16,3,2,1,17,3,3,7,7,0,7
30,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1729,2,Male,33,3,1,Research Scientist,4,Married,28818,3811,1,No,12,3,2,1,10,2,2,10,0,0,8
47,No,Non-Travel,543,Sales,2,4,Marketing,1731,3,Male,87,3,2,Sales Executive,2,Married,28342,3536,7,No,11,3,4,1,4,3,1,1,0,0,0
46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1732,3,Male,74,3,3,Sales Executive,4,Divorced,39776,5596,4,Yes,12,3,2,1,13,5,2,10,6,0,3
36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1733,2,Male,96,2,2,Sales Executive,1,Divorced,52655,8658,5,Yes,13,3,2,3,16,3,3,2,2,2,2
32,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1734,1,Male,34,1,2,Sales Executive,2,Single,31902,12147,6,No,15,3,2,0,10,2,3,0,0,0,0
23,No,Travel_Rarely,160,Research & Development,4,1,Medical,1735,3,Female,51,3,1,Laboratory Technician,2,Single,54623,12862,1,No,13,3,3,0,3,3,1,3,2,1,2
31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1736,4,Female,30,3,2,Manufacturing Director,4,Single,25366,6670,2,No,20,4,4,0,9,3,2,5,4,1,4
39,No,Non-Travel,792,Research & Development,1,3,Life Sciences,1737,4,Male,77,3,2,Laboratory Technician,4,Married,30605,8989,1,Yes,15,3,4,1,9,2,3,9,8,5,8
32,No,Travel_Rarely,371,Sales,19,3,Life Sciences,1739,4,Male,80,1,3,Sales Executive,3,Married,34895,3840,3,No,13,3,3,1,10,2,1,4,3,0,2
40,No,Travel_Rarely,611,Sales,7,4,Medical,1740,2,Male,88,3,5,Manager,2,Single,45152,4349,1,No,14,3,2,0,21,3,2,21,8,12,8
45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1744,3,Female,56,1,3,Human Resources,3,Married,27454,6595,4,No,21,4,3,2,9,2,4,5,0,0,3
30,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1745,4,Female,78,2,1,Research Scientist,1,Single,51981,26427,0,No,16,3,4,0,10,2,3,9,7,0,7
24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1746,1,Male,59,3,1,Human Resources,4,Married,31417,2097,0,No,14,3,4,1,3,2,3,2,2,2,1
30,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,1747,3,Female,66,2,1,Human Resources,4,Divorced,25924,9732,6,No,11,3,3,1,6,0,2,4,2,1,2
31,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1749,1,Male,51,3,2,Sales Executive,3,Married,53635,20943,1,No,19,3,3,1,6,3,3,5,2,0,2
27,No,Travel_Rarely,1054,Research & Development,8,3,Medical,1751,3,Female,67,3,1,Research Scientist,4,Single,36893,6152,1,No,11,3,3,0,6,5,2,6,2,1,4
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,1752,2,Female,52,1,1,Sales Representative,2,Single,44006,14630,1,No,13,3,3,0,2,3,3,2,2,2,2
29,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1753,4,Male,70,4,2,Healthcare Representative,3,Single,53081,23060,8,Yes,12,3,4,0,10,5,4,3,2,0,2
30,No,Travel_Rarely,979,Sales,15,2,Marketing,1754,3,Male,94,2,3,Sales Executive,1,Divorced,38423,3088,2,No,11,3,1,1,12,2,3,7,7,1,7
34,No,Travel_Rarely,181,Research & Development,2,4,Medical,1755,4,Male,97,4,1,Research Scientist,4,Married,53441,5586,0,Yes,14,3,1,3,6,3,3,5,0,1,2
33,No,Non-Travel,1283,Sales,2,3,Marketing,1756,4,Female,62,3,2,Sales Executive,2,Single,26611,10697,8,No,15,3,4,0,13,2,2,11,7,1,7
49,No,Travel_Rarely,1313,Sales,11,4,Marketing,1757,4,Female,80,3,2,Sales Executive,4,Single,44981,8191,3,No,12,3,3,0,8,1,4,5,1,0,4
33,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1758,1,Female,74,3,3,Sales Executive,1,Single,26808,10092,2,Yes,20,4,3,0,11,2,2,0,0,0,0
38,No,Travel_Frequently,594,Research & Development,2,2,Medical,1760,3,Female,75,2,1,Laboratory Technician,2,Married,34171,15963,4,No,14,3,2,1,9,4,2,6,1,0,5
31,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1761,1,Male,70,3,3,Sales Executive,3,Married,50132,19002,2,No,13,3,1,3,10,2,3,1,0,0,0
29,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1762,4,Female,91,2,1,Research Scientist,1,Divorced,39254,10007,1,No,13,3,3,1,1,2,3,1,0,0,0
30,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1763,3,Male,58,4,2,Healthcare Representative,3,Married,52774,9128,3,No,16,3,3,1,10,3,3,7,0,1,7
32,No,Non-Travel,953,Research & Development,5,4,Technical Degree,1764,2,Male,65,3,1,Research Scientist,2,Single,40996,17674,2,No,14,3,2,0,12,3,3,7,7,0,7
38,No,Travel_Rarely,833,Research & Development,18,3,Medical,1766,2,Male,60,1,2,Healthcare Representative,4,Married,31056,24539,3,Yes,16,3,3,1,15,2,3,1,0,1,0
